TargetAreaPath,BugID,MarketLanguage,OriginalAreaPath,Branch,BuildNum,OpenedBy,OpenedDate,BinaryName,Uri,AppDisplay,AppName,Resolution,OriginalLanguageComment,EnglishTranslatedComment
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21628366,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12301,diegoca,2/2/2014 1:42,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/HostedRedirect?LaunchUri=bing%3A%2F%2Fsearch%3Fq%3Dtest,Search,Searchcm.dll,480x800,Hit ais failure. Search fallback didnt wrk in this case. Stuck,Hit ais failure. Search fallback didnt wrk in this case. Stuck
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21652350,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12259,jordana,12/7/2013 22:01,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Went to authenticating then landed on degraded search ,Went to authenticating then landed on degraded search 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21657853,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12237,moredd,11/9/2013 8:49,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Local grammar is taking over and giving wrong info,Local grammar is taking over and giving wrong info
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21662637,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP,WPMain,12298,tomad,2/3/2014 7:12,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={92f8efc1-5a30-4ee4-9a7f-437b83c968c4}&SuggestionType=InterestId,Cortana Basic search relevance,Bing_HOSE.server,768x1280,My flight isnt for 3 days  why is it telling me about todays version of same flight.  This morn it also told me about the flight I took 2 days ago to get here?,My flight isnt for 3 days  why is it telling me about todays version of same flight.  This morn it also told me about the flight I took 2 days ago to get here?
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21674287,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12290,jordana,1/23/2014 17:16,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,With airplane mode on I get a non intelligent error back from cortana,With airplane mode on I get a non intelligent error back from cortana
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21691217,En-US,Windows Phone Blue\Experiences\Apps\EmailAndCalendar\Email,wpb_exp_realworld_wallet,12238,chuanqin,11/12/2013 23:36,Email.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5614/MessageList?FolderEntryId=0000000038000000010000000A00000000000000,Email,Email.exe,480x800,[intent] next Thursday is actually been parsed into this thursday,[intent] next Thursday is actually been parsed into this thursday
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21726499,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12288,ashwinje,1/23/2014 6:48,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome,Search,WebSearch.exe,768x1280,After reco  nothing happened. Said start camera,After reco  nothing happened. Said start camera
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21728553,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12265,hamonciv,12/13/2013 21:50,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome,Search,Searchcm.dll,480x800,Asked where am I  I dont think it gave me a real address  but the poi is right ,Asked where am I  I dont think it gave me a real address  but the poi is right 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21748676,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,WPMain,12365,v-trugan,4/18/2014 0:23,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,480x800,TAM Brazilian airlines 7491  shows web search,TAM Brazilian airlines 7491  shows web search
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21749128,En-US,Windows Phone Blue\Experiences\RealWorld\VoiceFramework,wpb_exp_realworld,12334,dreddy,3/11/2014 17:20,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile,Cortana Voice: Calling  Texting  Open app,RW_Cortana_Speech.client,768x1280,Query was send email. And it opened message app.,Query was send email. And it opened message app.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21770054,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12241,litac,11/15/2013 0:36,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Skip  stop music etc does not work.,Skip  stop music etc does not work.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21800056,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,WPMain,12349,v-trugan,4/4/2014 1:21,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={2da5db92-5433-42b6-9d80-3890276bd4d8}&SuggestionType=InterestId,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,480x800,Sport card is rendering on left side and big space on right hand side,Sport card is rendering on left side and big space on right hand side
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21808332,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_c4,12260,aschoorl,12/11/2013 4:00,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/HostedRedirect?LaunchUri=bing%3A%2F%2Fsearch%3Fq%3Dbrowse2slashdot.org,Search,Searchcm.dll,480x800,Cant seem to open web sites by name. Neither browse to slashdot.org or open slashdot.org work. Later actually launched zAdventureWorks,Cant seem to open web sites by name. Neither browse to slashdot.org or open slashdot.org work. Later actually launched zAdventureWorks
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21810765,En-US,Windows Phone Blue\Experiences\RealWorld\VoiceFramework,wpb_exp_realworld,12303,litac,2/6/2014 22:08,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Voice: Calling  Texting  Open app,RW_Cortana_Speech.client,480x800,Non actionable speech ux after not choosing a conatct,Non actionable speech ux after not choosing a conatct
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21813778,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12271,kreneris,1/3/2014 17:22,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Im at work ... I dont need to see the commute time from home to get here.,Im at work ... I dont need to see the commute time from home to get here.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21821026,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12226,kupatel,11/5/2013 0:20,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,MSFT or other stock prices dont show up,MSFT or other stock prices dont show up
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21826524,En-US,Windows Phone Blue\Experiences\RealWorld\VoiceAgents\LifeManagement,wpb_exp_realworld_wallet,12301,lostromb,2/12/2014 8:18,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold,Cortana Voice: Reminders  Calendar  Alarms  Notes,RW_Cortana_LiMa.client,480x800,Reminders to dont do X have the display text of don  t (with spaces). TTS then pronounces it as don-TEE,Reminders to dont do X have the display text of don  t (with spaces). TTS then pronounces it as don-TEE
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21859184,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_exp_realworld_fb4,12324,vinayg,3/11/2014 16:17,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,En-gb. Gave me a consulting listing when searching for restaurant,En-gb. Gave me a consulting listing when searching for restaurant
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21888978,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_MobileCore_Drop_Browser,12297,traver,2/1/2014 5:51,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Other feedback,Websearch.exe,480x800,Cortanas new sound effects are ear piercing.  I thought my phone was broken. It scared my dog  literally. Consider making the sound effect less high pitch. ,Cortanas new sound effects are ear piercing.  I thought my phone was broken. It scared my dog  literally. Consider making the sound effect less high pitch. 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21892038,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,wpb_exp_realworld,12328,SUSANHE,3/12/2014 8:02,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,480x800,Cortana didnt read it the price of MSFT stock,Cortana didnt read it the price of MSFT stock
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21897098,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,WPMain,12318,jcanan,2/21/2014 10:10,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,768x1280,Not what I meant by hows the traffic on 520. Not sure where this is even routing me to.,Not what I meant by hows the traffic on 520. Not sure where this is even routing me to.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21906928,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12262,smithav,1/26/2014 20:51,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Chat card has skewed yes no buttons,Chat card has skewed yes no buttons
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21914590,En-US,Windows Phone Blue\Experiences\RealWorld\VoiceFramework,wpb_cxe_r1_exp_dev3,14072,wbromage,4/21/2014 23:17,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold,Cortana Voice: Calling  Texting  Open app,RW_Cortana_Speech.client,480x800,Doesnt understand command  open outlook email. Gives algo results.,Doesnt understand command  open outlook email. Gives algo results.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21926687,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12283,mikemo,1/16/2014 18:04,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,There is no audible prompt to select one of the results  and saying one or two doesnt choose one,There is no audible prompt to select one of the results  and saying one or two doesnt choose one
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21940913,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12263,moredd,12/13/2013 18:32,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Do we do full stops in greetings?,Do we do full stops in greetings?
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21952496,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_netfun_star,12292,kaarcot,1/23/2014 23:22,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Incorrect nearest location of restaurant even I am across from the  tu casa restaurant at bel red rd.,Incorrect nearest location of restaurant even I am across from the  tu casa restaurant at bel red rd.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21959625,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_foundations,12333,mvulfson,3/11/2014 11:03,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&SuggestionId={d8c0b79d-4723-4ba9-9352-235e863a98e9},Cortana Other feedback,Websearch.exe,768x1280,I have done this already a few times!!!,I have done this already a few times!!!
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21959698,En-US,Windows Phone Blue\Experiences\Apps\CameraAndPhotos,wpb_exp_realworld,12318,kvoros,2/21/2014 7:33,PhotosApp.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5632/PhotoViewer?OnlineAlbumID=photos:%2F%2Falbum%2Fonlineex%3Fapp=%7B5B04B775-356B-4AA0-AAF8-6491FFEA568C%7D%26rid=0123456789000&StartIndex=21,Photos,Photos.exe,480x800,Cant see image,Cant see image
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21960917,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12311,v-anneg,2/14/2014 3:00,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={96f231c4-bf0a-44ac-bcdc-7c21d7d09ce0}&SuggestionType=InterestId,Cortana Other feedback,Websearch.exe,768x1280,Getting lots of I didnt get that with Wallet L3. Good connectivity and speaking clearly.,Getting lots of I didnt get that with Wallet L3. Good connectivity and speaking clearly.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21966342,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12299,jordana,1/31/2014 22:21,starthost.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5602/Start,Cortana Other feedback,Websearch.exe,480x800,Cant launch non cortana,Cant launch non cortana
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21966515,En-US,Windows Phone Blue\Experiences\C4\Messaging,wpb_mobilecore_drop_browser_d2,12223,aminl,11/1/2013 22:00,MessagingApp.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5610/Default,SMS/MMS Messaging,Messagingapp.exe,768x1280,Incorrect calendar extraction ,Incorrect calendar extraction 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21974013,En-US,Windows Phone Blue\Experiences\RealWorld\ContextualAwareness,wpb_exp_realworld,12315,kneuser,2/20/2014 22:49,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Suggestions UX  Content  inferences,mffileavcapture.dll,480x854,On moneypenny its hard to see the suggestions in peak mode,On moneypenny its hard to see the suggestions in peak mode
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21974385,En-US,Windows Phone Blue\Experiences\RealWorld\ContextualAwareness,WPMain,12302,icheck,2/5/2014 10:20,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Suggestions UX  Content  inferences,mffileavcapture.dll,480x800,What languages do you speak resulted in a UI to text a contact ,What languages do you speak resulted in a UI to text a contact 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21993843,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12265,kevsers,12/15/2013 5:04,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,The 2 nd line string for settings should be updates  there is no more shape setting for persona,The 2 nd line string for settings should be updates  there is no more shape setting for persona
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21994693,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12244,v-anneg,11/19/2013 21:47,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Set call forwarding doesnt trigger call forwarding scenario,Set call forwarding doesnt trigger call forwarding scenario
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,21996564,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_cxe_r1_exp_dev3,14082,sblohm,5/2/2014 22:07,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=OOBE_Weather&SuggestionType=InterestId,Cortana Other feedback,Websearch.exe,480x800,I said give me directions to SW11 3AE. A  London post code.,I said give me directions to SW11 3AE. A  London post code.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22006974,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_mobilecore_drop_browser_d2,12240,vivekm,11/17/2013 20:31,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Cannot click on local listing to get more info,Cannot click on local listing to get more info
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22011464,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,WPMain,12349,v-trugan,3/28/2014 2:02,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,480x800,Which is the biggest continent in the world shows web search,Which is the biggest continent in the world shows web search
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22012343,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp,12295,jwhorn,1/28/2014 0:03,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile,Cortana Other feedback,Websearch.exe,480x800,Authentication failed  even though I can access websites just fine.,Authentication failed  even though I can access websites just fine.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22015572,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12284,arip,1/17/2014 17:55,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome,Search,WebSearch.exe,480x800,Shouldnt tts read me the answer?,Shouldnt tts read me the answer?
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22044350,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12291,qdamere,1/23/2014 15:50,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&SuggestionId=be470069-fe6e-fb53-56ad-4ccdb121b134&SuggestionType=InterestId,Search,WebSearch.exe,768x1280,The image of the car looks low res,The image of the car looks low res
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22052787,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12258,pebattag,12/9/2013 1:00,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Mr. Brightside  again. ,Mr. Brightside  again. 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22055501,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12265,jordana,12/15/2013 21:55,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome,Search,Searchcm.dll,480x800,While attempting to dismiss the keyboard I often end up hitting the contact picker,While attempting to dismiss the keyboard I often end up hitting the contact picker
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22069809,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12273,joeb,1/10/2014 22:22,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome,Search,Searchcm.dll,480x800,I clicked at 4pm in txt... Cortana knew I wanted a calendar item but left subject blank.  Too confusing.  Default it to connect with Zig or meet with Zig or something thats better than nothing,I clicked at 4pm in txt... Cortana knew I wanted a calendar item but left subject blank.  Too confusing.  Default it to connect with Zig or meet with Zig or something thats better than nothing
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22114234,En-US,Windows Phone Blue\Experiences\RealWorld\ContextualAwareness,wpb_exp_realworld,12327,varsham,3/20/2014 0:45,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={34de24c6-711a-435d-ae01-04ceaf2d74e2}&SuggestionType=InterestId,Cortana Suggestions UX  Content  inferences,mffileavcapture.dll,480x854,Flight email with departure date time 2014-04-19T11:20:00+1:00 shows as time 3:20am on the flight chat card. That seems incorrect. It should be 11:20am local time.,Flight email with departure date time 2014-04-19T11:20:00+1:00 shows as time 3:20am on the flight chat card. That seems incorrect. It should be 11:20am local time.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22119783,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12309,ajoyn,2/14/2014 12:21,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/NotebookMenu,Cortana Other feedback,Websearch.exe,480x800,After first launch of cortana clicked on notebook icon on top right corner and pink loading screen for 30 + seconds ,After first launch of cortana clicked on notebook icon on top right corner and pink loading screen for 30 + seconds 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22126092,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12315,alluu,2/21/2014 2:57,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Other feedback,Websearch.exe,480x800,what do I have next reco as what do I have sex,what do I have next reco as what do I have sex
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22126319,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12284,narad,1/18/2014 7:07,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Theres an awkwardly long pause between searching for directions and when the app actually launches. Need a progress bar or something. (akin to google now),Theres an awkwardly long pause between searching for directions and when the app actually launches. Need a progress bar or something. (akin to google now)
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22130672,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12285,pebattag,1/17/2014 21:35,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x854,Mic tap not working and then extremely delayed. ,Mic tap not working and then extremely delayed. 
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22141349,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12282,fil,2/4/2014 9:17,Calendar.exe,ExpAppsCalendar_95k6d2vatfycm!x04902bbby42b3y47d2ya3ddyc4f45b4bf3c6x,Cortana Other feedback,Websearch.exe,480x800,No notification for a flight in my calendar.,No notification for a flight in my calendar.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22146321,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_exp_realworld,12311,jordana,2/15/2014 3:07,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,Title shouldnt have the word  give me in it,Title shouldnt have the word  give me in it
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22156223,En-US,Windows Phone Blue\Experiences\RealWorld\CortanaOOBE,WPMain,12311,vejasti,3/13/2014 16:33,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Settings / Set Up,RW_Cortana_OOBE.client,480x800,When I say go to settings and it is showing starting settings settings,When I say go to settings and it is showing starting settings settings
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22160189,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,WPMain,12315,pavanh,2/19/2014 19:36,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,768x1280,How is the traffic to the airport. Cortana just gave me local results to nearby airports,How is the traffic to the airport. Cortana just gave me local results to nearby airports
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22168951,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_exp_realworld_wallet,12315,lstifel,2/25/2014 11:50,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,Find Chinese restaurants>which ones are cheap>which ones are sunnyvale - brings up one result in Sunnyvale but says sorry Im not sure what you wanted,Find Chinese restaurants>which ones are cheap>which ones are sunnyvale - brings up one result in Sunnyvale but says sorry Im not sure what you wanted
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22178193,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12315,chamilt,2/20/2014 2:04,starthost.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5602/Start,Cortana Other feedback,Websearch.exe,480x800,Chasing this Microsoft Cortana alert does not give me Cortana articles in proactive canvas,Chasing this Microsoft Cortana alert does not give me Cortana articles in proactive canvas
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22192960,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12231,v-anneg,11/4/2013 15:16,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Proactive&SuggestionId=11111111111111111111111111111111,Search,Searchcm.dll,768x1280,Audio had a glitch in the middle of saying the weather is really mixed for the next ... several days,Audio had a glitch in the middle of saying the weather is really mixed for the next ... several days
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22198193,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12284,micgou,1/18/2014 7:52,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Fail in survey,Fail in survey
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings,22208064,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12276,jcorley,1/13/2014 22:51,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Search doesnt work from the search button  only from browser URL edit box,Search doesnt work from the search button  only from browser URL edit box
