TargetAreaPath,BugID,MarketLanguage,OriginalAreaPath,Branch,BuildNum,OpenedBy,OpenedDate,BinaryName,Uri,AppDisplay,AppName,Resolution,OriginalLanguageComment,EnglishTranslatedComment
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17494991,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_cxe_r1_exp_dev3,14082,yuson,4/23/2014 1:51,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,问 从微软研发中心到北京中医医院怎末走 答 分别搜索两个地点网页 期望 用地图规划路线,Asked from the Hospital of traditional Chinese medicine research and Development Center to Beijing how soft answers  Search page at two locations expected land use Planning course
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17498942,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12290,autobug,2/7/2014 4:53,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,WebSearch.exe,768x1280,Expected places result. Im looking for lenscrafters,Expected places result. Im looking for lenscrafters
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17500064,Zh-CN,Windows Phone Blue\Experiences\RealWorld\VoiceAgents\LifeManagement,wpb_cxe_r1_exp_dev3,14096,v-xihjia,5/15/2014 5:32,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Voice: Reminders  Calendar  Alarms  Notes,RW_Cortana_LiMa.client,768x1280,Reminder: 午夜时提醒我吃饭 cant recongnize  午夜，but if say 午夜 again while Cortana asks  什么时间提醒你 the reminder can set successfully.,Reminder: midnight remind me eating cant recongnize midnight_but if say midnight again while Cortana asks what time to remind you of the reminder can set successfully.
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences,17510409,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12271,liangch,1/10/2014 4:12,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Why foes the phone asking me whether my work location is my home? We need to tune the inference to improve this.,Why foes the phone asking me whether my work location is my home? We need to tune the inference to improve this.
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17515265,Zh-CN,Windows Phone Blue\Experiences\RealWorld\VoiceFramework\Help,wpb_cxe_r1_exp_dev3,14084,yonwa,5/6/2014 18:50,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=OOBE_Weather&SuggestionType=InterestId,Cortana Help and Tips,RW_Cortana_Help.client,480x800,这也忒差劲了吧,This also was the lame
Windows Phone Blue\Experiences_DevPartners\Bing\CU\SR,17522575,Zh-CN,Windows Phone Blue\Experiences\RealWorld\VoiceFramework,wpb_cxe_r1_exp_dev3,14077,zhaoyil,4/24/2014 19:08,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Voice: Calling  Texting  Open app,RW_Cortana_Speech.client,480x800,说打开游戏angry birds，结果问我什么应用，或者直接打开游戏,Said opening the game angry birds_ results asking me what application or directly open the game
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17529558,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,WPMain,12309,talonm,2/12/2014 5:15,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={62a9e9da-6f8f-4cf7-9d06-c0c6252516cb}&SuggestionType=InterestId,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,768x1280,Why does Cortana think Im walking?,Why does Cortana think Im walking?
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17542313,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12267,kupatel,12/28/2013 2:33,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Weather san diego works but weather sandiego doesnt ,Weather san diego works but weather sandiego doesnt 
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences,17552803,Zh-CN,Windows Phone Blue\Experiences\RealWorld\Search,wpb_cxe_r1_exp_dev3,14086,szhao,4/27/2014 9:04,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={2e0a7568-cf92-45a6-9397-564458d17d8f}&SuggestionType=InterestId,Cortana Other feedback,Websearch.exe,1080x1920,Duplicate bing score card,Duplicate bing score card
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,17557088,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,wpb_exp_realworld,12313,jordana,2/16/2014 5:17,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,480x800,No straight answer for who won the last superbowl,No straight answer for who won the last superbowl
Windows Phone Blue\Experiences_DevPartners\Bing\CU,17560585,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_cxe_r1_exp_dev3,14044,miz,3/20/2014 0:45,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,Cixi (from the previous turn) or Suzhou?,Cixi (from the previous turn) or Suzhou?
Windows Phone Blue\Experiences\RealWorld\Search,17562280,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12240,grhoward,11/14/2013 22:01,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome,Search,Searchcm.dll,480x800,PUMA: When invoking speech from the Windows button  Cortana timed out before the screen lit up,PUMA: When invoking speech from the Windows button  Cortana timed out before the screen lit up
Windows Phone Blue\Experiences\RealWorld\Search,17577509,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12265,shawnbro,12/19/2013 9:37,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome,Search,Searchcm.dll,768x1280,,
Windows Phone Blue\Experiences\RealWorld\VoiceFramework,17581640,En-US,Windows Phone Blue\Experiences\RealWorld\VoiceFramework,wpb_exp_realworld,12310,alluu,2/13/2014 21:28,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Voice: Calling  Texting  Open app,RW_Cortana_Speech.client,480x800,update my party event goes to txt arbitration?,update my party event goes to txt arbitration?
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences,17594575,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_c4,12291,cheuser,1/23/2014 9:09,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive,Search,Searchcm.dll,768x1280,Yes / no buttons not lined up  and spaced wrong,Yes / no buttons not lined up  and spaced wrong
Windows Phone Blue\Experiences\RealWorld\VoiceFramework,17612237,En-US,Windows Phone Blue\Experiences\RealWorld\VoiceFramework,wpb_exp_realworld,12310,alluu,2/13/2014 21:28,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Voice: Calling  Texting  Open app,RW_Cortana_Speech.client,480x800,Typed play music and Cortana said got it sure thing sure thing,Typed play music and Cortana said got it sure thing sure thing
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17623750,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,WPMain,12352,v-coman,5/7/2014 1:48,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,LG: Scripting  should get rid of double Fridays?,LG: Scripting  should get rid of double Fridays?
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17633584,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12265,staceyd,12/24/2013 21:09,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Whens my triage appointment goes to default calendar intent. Word meeting goes to calendar search as expected.,Whens my triage appointment goes to default calendar intent. Word meeting goes to calendar search as expected.
Windows Phone Blue\Experiences_DevPartners\Bing\CU,17636648,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_cxe_r1_exp_dev3,14050,yansong,3/24/2014 9:03,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,when i ask 你今天开心吗？ it replies weather with wierd sentence like location 美元 location ...,When I ask are you happy yet? It replies weather with wierd sentence like location $ location ...
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17667945,Zh-CN,Windows Phone Blue\Experiences\RealWorld\VoiceAgents\LifeManagement,wpb_cxe_r1_exp_dev3,14082,bobao,5/7/2014 20:08,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Voice: Reminders  Calendar  Alarms  Notes,RW_Cortana_LiMa.client,480x800,把电视关了，shouldnt close the alarm,Turn off the TV_shouldnt close the alarm
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,17674897,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,wpb_cxe_r1_exp_dev3,14054,ggwu,4/11/2014 2:47,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/HostedRedirect?LaunchUri=bing%3A%2F%2Fsearch%3Fq%3D%25E8%25AE%25BE%25E4%25B8%2580%25E4%25B8%25AA%25E9%2597%25B9%25E9%2592%259F.,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,480x800,The news link inning score answer cant be clicked.,The news link inning score answer cant be clicked.
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17677667,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_maps,12267,patarak,12/19/2013 23:04,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,1st turn show me Japanese restaurants in Seattle then 2nd turn turn off. It puts cortana back to home page,1st turn show me Japanese restaurants in Seattle then 2nd turn turn off. It puts cortana back to home page
Windows Phone Blue\Experiences\RealWorld\VoiceFramework,17690742,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12237,kupatel,11/11/2013 5:47,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Unable to invoke speech,Unable to invoke speech
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,17714052,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,wpb_cxe_r1_exp_dev3,14069,linfangw,5/7/2014 0:50,BinaryMissing.exe,,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,480x800,问题：几点了。Cotana打开bing搜索。应该直接报时。,Question: several points. Cotana opens Bing Search.  Should just tell time.
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences,17724785,En-US,Windows Phone Blue\Experiences\RealWorld\ContextualAwareness,wpb_exp_realworld,12324,jordana,2/28/2014 16:34,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Suggestions UX  Content  inferences,mffileavcapture.dll,480x800,I tapped to stop tracking this health news earlier but still showing up,I tapped to stop tracking this health news earlier but still showing up
Windows Phone Blue\Experiences\RealWorld\Search,17744892,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12288,mmiller,1/21/2014 1:08,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&SuggestionId=904677ab-b31a-f2d8-8da5-1cceb556fba0&SuggestionType=InterestId,Search,WebSearch.exe,480x800,Route in cortana is different and slower than one in maps,Route in cortana is different and slower than one in maps
Windows Phone Blue\Experiences\RealWorld\Search,17747902,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12249,howardwo,11/26/2013 6:47,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome,Search,Searchcm.dll,768x1280,I changed voice from female to male and back to female  but Cortana is still speaking with a male voice,I changed voice from female to male and back to female  but Cortana is still speaking with a male voice
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences\SuggestionCanvas,17749519,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12253,dandes,12/7/2013 6:00,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,After leaving the page (to file a uif)  the results appeared. I believe it was already on the screen  but didnt refresh until after I switched apps.,After leaving the page (to file a uif)  the results appeared. I believe it was already on the screen  but didnt refresh until after I switched apps.
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,17781778,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12256,manishm,12/4/2013 19:45,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,News triumphs stock answer,News triumphs stock answer
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17787007,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,WPMain,12329,brandth,3/8/2014 22:43,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,768x1280,Wrong location for advanta,Wrong location for advanta
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,17796385,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12269,davcall,12/21/2013 1:41,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Proactive,Search,Searchcm.dll,480x800,Doesnt tell me what time sunrise is.  Siri in my wifes phone told me 7:52 am....one try.,Doesnt tell me what time sunrise is.  Siri in my wifes phone told me 7:52 am....one try.
Windows Phone Blue\Experiences\RealWorld\VoiceFramework\Help,17815414,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12298,marcmcc,2/1/2014 4:07,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Followed one of the examples and no music played.  Just a web search.,Followed one of the examples and no music played.  Just a web search.
Windows Phone Blue\Experiences_DevPartners\Bing\CU\SR,17832452,Zh-CN,Windows Phone Blue\Experiences\RealWorld\Search,wpb_cxe_r1_exp_dev3,14066,szhao,4/7/2014 23:46,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Other feedback,Websearch.exe,480x854,Sr issue:  六点半  wrong reco,Sr issue: 6:30 wrong Reco
Windows Phone Blue\Experiences_DevPartners\Bing\ProactiveExperiences,17860055,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP,wpb_cxe_r1_exp_dev3,14077,jiweng,5/7/2014 9:18,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=OOBE_Weather&SuggestionType=InterestId,Cortana Basic search relevance,Bing_HOSE.server,480x800,地图位置不显示,Chart positions are not displayed
Windows Phone Blue\Experiences_DevPartners\Bing\CU\Service,17864641,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12230,davmonk,11/3/2013 7:18,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,480x800,Error code using cortana,Error code using cortana
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LG,17865181,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_cxe_r1_exp_dev3,14047,v-ruyuyu,3/18/2014 6:26,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,Cortana audio input strange,Cortana audio input strange
Windows Phone Blue\Experiences\RealWorld\CortanaOOBE,17879541,En-US,Windows Phone Blue\Experiences\RealWorld,wpb_exp_corex,12296,luyan,1/28/2014 22:02,SMSettings.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5664/BingPersonalization,Maps,SMSettings.exe,768x1280,Corexbb - I told Facebook not to authorize Bing but this says FB is connected anyways,Corexbb - I told Facebook not to authorize Bing but this says FB is connected anyways
Windows Phone Blue\Experiences_DevPartners\Bing\CU\SR,17886860,Zh-CN,Windows Phone Blue\Experiences\RealWorld\VoiceFramework,wpb_cxe_r1_exp_dev3,14067,xianwu,4/13/2014 18:30,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Voice: Calling  Texting  Open app,RW_Cortana_Speech.client,480x800,[TopIssueParentId:254879] 无法听到语音,[TopIssueParentId:254879] Unable to hear Voice
Windows Phone Blue\Experiences_DevPartners\Bing\CU,17896060,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_exp_realworld_fb4,12321,yoni,3/1/2014 17:17,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,Asked for air quality but returned only weather numbers without any AQI number  even the LG returned text is for 空气质量,Asked for air quality but returned only weather numbers without any AQI number even the LG returned text is for air quality
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,17915945,Zh-CN,Windows Phone Blue\Experiences\RealWorld\VoiceAgents\LifeManagement,wpb_cxe_r1_exp_dev3,14091,shajiang,5/16/2014 1:55,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Voice: Reminders  Calendar  Alarms  Notes,RW_Cortana_LiMa.client,480x800,,
Windows Phone Blue\Experiences\RealWorld\CortanaOOBE,17916625,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld,12318,kevsers,2/21/2014 23:58,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile,Cortana Other feedback,Websearch.exe,480x800,At the end of Coobe  says to tap here  but you have to tap next to proceed  kind of confusing text,At the end of Coobe  says to tap here  but you have to tap next to proceed  kind of confusing text
Windows Phone Blue\Experiences_DevPartners\Bing\CU\Service,17921122,En-US,Windows Phone Blue\Experiences\RealWorld\Search,WPMain,12243,aschoorl,11/19/2013 14:49,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Search,Searchcm.dll,768x1280,Show me a map of where I am right now results in server error,Show me a map of where I am right now results in server error
Windows Phone Blue\Experiences\RealWorld\CortanaOOBE,17952820,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_wallet,12253,Jordana,12/4/2013 19:45,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA5661/AssistHome?StartMode=Proactive,Search,Searchcm.dll,480x800,Black section at the top on white theme. Happen to be on non-cortana,Black section at the top on white theme. Happen to be on non-cortana
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,17965901,Zh-CN,Windows Phone Blue\Experiences\RealWorld\Search,wpb_cxe_r1_exp_dev3,14082,szhao,4/25/2014 14:48,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Other feedback,Websearch.exe,480x800,Lu wrong text intent,Lu wrong text intent
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP,17977186,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP,wpb_MobileCore_Drop_AppFn,12321,neaggarw,2/26/2014 0:09,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold,Cortana Basic search relevance,Bing_HOSE.server,480x800,[Cortana search] Not able to set an alarm  instead it tries to search internet  phew...,[Cortana search] Not able to set an alarm  instead it tries to search internet  phew...
Windows Phone Blue\Experiences_DevPartners\Bing\CU\SR,17979078,Zh-CN,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_realworld_fb4,12324,huch,3/11/2014 10:33,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={3a06e49c-cb9b-4a3b-b714-e4e387c143e1}&SuggestionType=InterestId,Cortana Other feedback,Websearch.exe,480x800,SR error on 矮脚楼,SR error on short foot
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LG,17992196,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_exp_realworld_fb4,12321,zhihwu,2/26/2014 9:09,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,repro：今天会下雪吗？Cortana says she doesnt know. But she has shown the weather on the screen,Repro: today it will snow ? Cortana says she doesnt know. But she has shown the weather on the screen
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP,17995906,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP,WPMain,12329,edguedes,3/16/2014 7:21,BinaryMissing.exe,,Cortana Basic search relevance,Bing_HOSE.server,1080x1920,When I open IE  and search for something (by typing in the address bar) Cortana start the search an it usually find the desired subject only once  the successive attempts fail to connect to the internet. However  open a google app it works fine.,When I open IE  and search for something (by typing in the address bar) Cortana start the search an it usually find the desired subject only once  the successive attempts fail to connect to the internet. However  open a google app it works fine.
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,18000231,Zh-CN,Windows Phone Blue\Experiences\RealWorld\VoiceFramework,wpb_cxe_r1_exp_dev3,14111,shajiang,6/5/2014 18:10,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Voice: Calling  Texting  Open app,RW_Cortana_Speech.client,480x800,问的是：换一首,Ask is:-for a song
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,18002311,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_cxe_r1_exp_dev3,14077,xiaoyzhu,4/19/2014 21:31,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId=OOBE_Weather&SuggestionType=InterestId,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,我问你猜我是男是女 期望回答女 实际回答想给谁发短信,I Q Guess I am male or female Expected answer the female Actual answer who want to send text messages
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,18002909,En-US,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_cxe_r1_exp_dev3,14096,v-anneg,5/13/2014 17:37,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile&SuggestionId={96f231c4-bf0a-44ac-bcdc-7c21d7d09ce0}&SuggestionType=InterestId,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,768x1280,Show me Japanese restaurants in Seattle returns only one restaurant,Show me Japanese restaurants in Seattle returns only one restaurant
Windows Phone Blue\Experiences_DevPartners\Bing\CU\TTS,18014453,Zh-CN,Windows Phone Blue\Experiences\RealWorld\Search,wpb_cxe_r1_exp_dev3,14082,huazhon,4/27/2014 6:25,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile,Cortana Other feedback,Websearch.exe,480x800,能否让她说自己的名字说得准确一些？,Whether Let her say my name say exactly?
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LG,18015632,En-US,Windows Phone Blue\Experiences\RealWorld\Search,wpb_exp_foundations,12324,mvulfson,3/1/2014 8:32,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile,Cortana Other feedback,Websearch.exe,480x800,Reading our lat/long isnt very helpful. I asked about traffic to work. Might as well call itwork,Reading our lat/long isnt very helpful. I asked about traffic to work. Might as well call itwork
Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,18016642,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,wpb_exp_realworld_fb4,12321,luye,2/28/2014 2:11,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Proactive&QuerySource=LiveTile,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,480x800,,
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LG,18027238,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,wpb_cxe_r1_exp_dev3,14097,libin,5/23/2014 12:18,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?StartMode=Search&QuerySource=HardwareBtn,Cortana Answers: Places  directions and weather,Bing_IPE_ConversationalUnderstanding.server,480x800,问题 明天有雨么 回答 应该不会，明天晴转雷阵雨 这明明有雨啊。。。,Problem Rain tomorrow Answer Should be no tomorrow_ sunny to Indy It rain ...
Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU,18051528,Zh-CN,Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer,wpb_cxe_r1_exp_dev3,14104,hazha,6/6/2014 1:27,WebSearch.exe,app://5B04B775-356B-4AA0-AAF8-6491FFEA568C/AssistHome?QuerySource=HardwareBtnHold,Cortana Answers other: Facts  news  sports  etc.,Bing_Answers.server,768x1280,no Cortana answer on hot tv show,no Cortana answer on hot tv show
